Positive,remake of pink movie ah apdiye eduthurukeenga oru dialogue kooda maarama but fight scene extra va
Negative,neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda
Positive,eduthu vainga da adutha oscar ah asuran ku
Positive,mass  dhanush  manju  vetri
Positive,thalaivaaaaaaa  ungaluku vayase aaakathu nee mattum thaa thlaiva mass massuke boss
Positive,thala o ku aavathu atleast pre announcement pannunga
Positive,aptilam nadakkathu nadakka kudathu fire on eyes thala
Negative,amam eppa puthu trailer poduvingo   mgr kala thu padama  re release panna poran gala 
Positive,oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringasema thalalove from thalapathy fanzzzzz
Positive,kaithi ye evlo mass ah iruku na  thalapathy 
Positive,maranam mass uh maranam tough tharanum athukku avan thaaan poranthu varanum
Positive, for some thala  thalapathy fans
Positive,please make thalapathy  like kaithi visuals
Positive,nothing to say just goosebumps thalarasigai
Positive,mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga
Positive, to  yenna swag pa thala thala pola varuma  fdfs from karnataka
Positive,enada tamil cinema eduka sonna hollywood cinema eduthu vachirkinga
Positive,saavaratha irunthalum sanda pottu saaganum bayanthu kaalla vizhunthu saaga kudathu tharam
Positive,sethu anna voice  thalaivar entry   kolla gaandu la irukan epo varum oh nu
Positive,marana mass thalaiva   ungalukku innu vayasu agale
Positive,intha padam kantippa win pannum but rajinikaga illa shankar kaga  avaroda talent kaga 
Positive,oru oru scenum goosebumps ahh iruku petta parak  like podunga trailer pathu goosebumps anuvanga
Positive,nerkondapaarvai superb thala pesura yella dialogues kum avar kan simtave ella vera level acting
Negative,petta movie atta flop old man sotta boy
Positive,semma vera level  like hits
Positive,pink movie in hindi final dialouge superrrr
Positive,chinna pulla thanamaala irukku graphics xd xd
Positive,rajini sir telugu fans hit a like here  rajinified
Positive,o my god superstar rajinikanth navajuddin siddiki vijay setupati  what else needed
Positive,marvel paruppu thannidc upputamil masala  kick kadugu  krissh vengayam thakkali  hero sambar
Positive,bayama irukku i except more but i feel sad 
Positive,tamil movie o  king in india   wonder  super star an  sankars mass movie
Positive,st day st show poravanga like potuttu ponga
Positive,sprb shradha srinath done a good job
Positive,rajini kanth fans hit like here
Negative,kola gaadula iruka thalaivaaaaaaaa waiting layea veri aaguthey
Negative,get readysk force part  part  varavaipomaaaaaa
Positive,omg  use head phones enna bgm da saami 
Positive,enpt release agalanu kavala illa aurathanamana asuran varuthu adhu pothum
Positive,vera level thala  you r rock
Negative,lokesh kanagaraj movie naalae english rapsong vandurum
Positive,what a trailer ya vera level la irukuyow karthi subburaj pinnida ya awesome awesome
Positive,thalada all india  thala kottai
Negative,evano indha video ku dislike button amuka vandhurundha odiru   kolaa kaandu la irukan kollama vida matan
Positive,title card bgm vara level nu soluravuga like pl
Positive,rijini sir nadichirukaru rompa nalaiku piragu sema treatuuuuu
Positive,climax la judge kathiyeh heart attack shethuduvaaraah
Negative,mokka palaya film sayal niraya irukku
Positive,mokka ah irukkum nu confirn pannittenga
Positive,hours m view s  k like s nkp
Positive,thala   you  bgm
Positive,surya thambi karthi poii karthi oda anna tha surya airuchuu
Positive,now you are lying lying lying thala mass
Positive,namaku thevayanathu nammatha adichi vaanganum  masssssssss
Positive,deepawali kala katta pothu bigil kaithi sanga thamizhan
Positive,common thala fans m likes varanum
Positive,yeppo million like aagum nu pakka wait pannittu irruka 
Positive,that bike is a modified duke 
Positive,last dialogue semma   thala tucker doi
Positive,thala veriyans maddum oru like poddu vidunga bro
Positive,enna da views ivlo kammiya iruku romba nerama
Positive,ethir paartha alavu ila  sadness
Positive,sema thala merattal movie eppo paaka poromnu romba aarvama irukku thala
Positive,ena ipa trending la varuthu thalaivar eh
Negative,karthi annaaaa vera level acting
Positive,national award ah  askar ah  dhanush fanz like
Negative,padam peru sangathamizhan producer yaru na bharathireddy   what an irony
Positive,anirudh bgmmmmmm bang bang bang  petttaaaa paaaraaaaaak
Positive,inga rajini ya pathi mattum comment pannunga nan vijay sethupathika papen aniruthuka papen apdina adichu underwearoda oda vituventhalaivar forever
Positive,trailer la vidya balan missing why
Positive,i think sivakarthickku hero getup set aagala trailer is goodbut movie average pogumnu ninaikiravanga like pannuga
Positive,ajith sir     t h a l a
Positive,arjun sir looking very smart and handsome
Positive,attention thala fans indha padam block buster aaguradhukkuu neega dhaan theater ku poooi thalai ku  periya flexkatout vaikanummm
Negative, times ku mela pathavanga like podunga
Positive,i am big for illaya super star dhanush
Positive,i phone vs android nu ninaikiren
Positive,trailer la nallathan da irukku padam mokkaiya illama iruntha sari
Positive,innoru  vakkil  rangaraj pandey dhana avaru
Positive,thala seekirom theatre ku va thala ennala wait panna mudiyala
Positive,marana mass ungaluku vayasu aanalum andha style apadiye iruku thalaivaaaaaaa
Positive,kamala kalasa en thlaivan dance mass ah
Negative,sakthimaan sollidu thovaikira kallulanthu kila vilunthu adipattavanka like pannuga   thaiyal enaku 
Positive,thala da i love you thala
Positive,super super super  super star
Positive,mmmm  times this video see
Positive,nanga late ahh vandhalum latest ah varuvom
Positive,waiting for judgement day nerkonda paarvai trailer marana mass thalaaaaaaaa 
Positive,ippo yana pana poram sweet sapada poram love you thalavaaaaaaaaaa
Positive,sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu
Positive,like icon ah terika vidalama thala bloods
Positive,yow songs epo ya viduvinga bgm verra level  thalaforever
Positive,thaka fans ah iru dha like poduga
Positive,thala un rasiganu solla santhsama karvama irukku
Positive,pandey and thala argument  super thala nadakakuduthu
Positive,m views in min        
Positive, fulla un thiruvizha tha dhaunsh anna
Positive,mana thalvair epaime gethuda sema inda pongal
Positive,indias pride  shankar sir  team
Positive,gud morning thala bloodsenna nanba readyaviswasam trailerku senja sambavatha vida sirapaa siyanum
Negative,unga nalla manasuku epayum vettri than thala ungaluku phinix  bird thala nenga vizhamattinga
Positive, million likes kondu varanum keep share thala bloods
Positive,oru channel la sona marie pana matingala daaa dei
Positive,yuvan       bgm
Negative,m like varathu pola nalaki kuda sethu
Positive,nee nadigan enpadhukaga un rasigar illa nalla manithan
Positive,oruthar mela viswasam katradhukaga inoruthara aen asingapaduthringa    sema thala
Positive,intha maari movie tamil cinema la vanthathu ila  movie vanthurukum da
Positive,waiting thalapathy    lokesh kanagaraj
Positive,trending no thala youtube king thala
Positive,vera levelu thalaivar    always i love thalaivar
Positive,romba naalaiku apuram oru rajini padam
Negative,sexy shradhaa ava unmeyave virgin ille avala poyi kekera kelveeya adhe
Positive,semma mass chiyan vikram sir  i am waiting
Positive,enga thalastzit parvaila avar gethana kuralila summa kalakuraru pa thala da
Negative,surya vathu mairavathu nethan than thalaiva nadipin arakkan
Positive,naa trailer ah thalaivar kaga pakka varalavj sethu anna kaga than pakka vandhurukken 
Negative,lokesh kanagaraj fans leave a like
Positive,trending la naanga thanada no 
Positive,thala ku aaga dhaan padamae pola
Positive,pariyerum perumal ku award varala but next time indha movie ku kedaikanum
Positive,amaa eppa yenna pannaporomm ahaaaa      sweet sapdaa poroomm
Positive,kaidhi vera lvl trailer idhaa dewali kaidhii dhaa king
Positive,thalaivaaa verithanam apdye chumma therikkavidra
Positive,the end by chiyan  you kena tunggu lebih lama lagi untuk thosai  rocking bh
Positive,love you thala dulquer salmaan fans kerala
Positive, haters in world chiyaan vikram
Positive,marana maass thalaivaaa i love you sir
Positive,yenga anna yeppov super hero dhan
Positive,bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku
Positive,thala and yuvan like ha therika vidungada pasangalabgm vera level 
Positive,trailer pala thadava parthavanga mattum our like
Positive,video pakrathuku munnadiye like pannavanga mattum kai ah thookunga
Positive,k  naraya naraya naraya naraya naraya naraya
Positive,i am waiting vera level trailer i ever seen
Positive,maranam maranam maranam last bgm therikkudhu gv bro vera level
Positive,thalaivar  thalaivarr 
Positive,oruthara mela nenga viswasam katrathukagainoruthara yen asinga paduthuringa sema
Positive,mass mass mass mass mass mass mass mass mass mass mass mass
Positive, bgm vera level gvpvetri maaran no words
Positive,wow nice trailer rajini kant super star
Positive,thalaivaaaaaaaa  days to go thalaivaru tharisanam
Positive,today trailer paaththu padam paakka wait panravangka like podungka
Negative,ratchasan music mari eruku startngla   enaku matum tha apdi thonutho
Positive,ithu peru thaan pakka masswoww goosebumbs
Positive,fully rajinism  thalaivaaaaaa mass fdfs kalakata poguthu thalaivaaaaaa
Positive,paeru dhanushyou national award winner dhanushyou kaelvi patrukeengala verithanamaa waiting for asuran
Positive,thalaiver mass super  star rajini
Positive,vetrimaran erukara varaikum dhanush ku no tension
Positive,nanba sekaram like m kontu vaaga
Positive,karthi padathula ithu oru nalla padam
Positive,t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a
Positive,chiyaan vikram sir i like you r costume i like you r moment
Positive,inum m likes  kuda varala    
Negative,ne ala vijay muturatha kudikerked tha laki
Positive,srk fan plz dislike tha video
Negative,last vara dialog thavaravera onnum edupadala movie ya paathutu comment pandren
Positive, yaarlam  teejay ah patheenga
Positive,valimai kku wait panravanga thatra likes ah
Positive,marana mass thala end fight vera level look semma mass ah eruku
Positive,movie la night shots neraya iruku
Negative,chindhamani kolakkes   like podra
Positive,yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga
Negative,kichadi padhiri ella english padathaiyum mix panni irrukkan shankar vera level pavam
Positive,rajini sir telugu fans like
Positive,last dialogue is a hint to his fans thala mela visvasam kaatrathuku thalapathy ya asinga padutha koodathu
Positive,trending in sri lanka i am very happy hit like
Positive,no means no  thala  dialouge delivery super
Positive,yarellam morning wake up aanathum trailer paakka vanthinga
Positive,our sirappaana taramaana movie book panna poram
Positive,semmmmmmmaaaaaaaaaaaa performance thala mrajith sir good
Positive,pongal ke confirm sweet sapada porum
Positive,indha pongaluku release ana  adutha pongal vara odanumndravanga like podunga
Positive,thala thala thala thala thala thala thala thala thala thala thala thala
Positive,ajith solra last line  idha yavadhu pathu thirundunga da dai
Positive,t h a l a
Positive,super star na marana mass thaan
Positive,thala awwsm n you bgm rocks
Positive,indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam ner konda parvai wow awesome thala       
Positive,highly excited waiting for karthi sam cs bgm
Positive,classss  massssu  pattayakelapum makkal selvan  semma trailer vjs dialogue masssu ultimate geththu pa namba m kkal selvan
Negative,wowowowowoowowoowowoowo let us go superstar love you rajini sir
Positive,yosikkama bhagubali movie da comber pannalam vera level la irukum paru
Positive,pattaya kilaputhupaa trailer  get rajnified  
Positive,thala irukum pothu ethuvum nadakathu thala kaakum pothu erumbum thudikathu thala tucker doi
Positive,jithu kaali singaar singh veri aatam jan  mark the date  king  arrives
Positive,oruthar mela neenka viswasam kaddurathukkaka innoruthara en asinkapaduthurinka true line for some ajith fans and vijay fans
Positive,netru  super star   indru  super star   nalai super star   endrum  super star
Negative,ye film  carore paar karegi keval india me double blockbuster movies   toofan aa jayga thiyetar me
Positive,dhanush  vetrimaran  gvp yarrukellam intha combo pidikum
Negative,great vfx ugly protaginist looks like a joke 
Positive,va thala ni va paddaya kilappuram
Negative,sk anna haters like here  
Positive,haiyya jolly  night kulla  million views thandidum
Positive, na indha scene kagave trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda wow moment
Positive,superb next surprise cinematography romba nala iruku
Negative,ama athu enna last la loose motion pora maari nadanthu varathu
Positive,pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka
Positive,ena pangalikala return no trending konduvaralama  link ah share panunka m likes adichu akanum
Negative,otha  tharamana sampavam diwali ku iruku   bigil  valakqm pola  oo ooothan      
Positive,intha yr diwali inum mudiyala nov diwali
Positive, hours agidu  million varala
Positive,appaddi yellaam nadakaathnadakka koodaathufffffthala appadiye vere track
Positive,mass ivara minja yarum illa porakavum illa
Positive,dhanush and vetrimaaran the original asuran
Positive,thlivarku trilar ra vida teaser than semaiya iruku
Positive,if anyone saw teejay in it
Positive,enga thatha irruka varaikum neraya neraya nadakathu da  ellam ajith pathupan da
Negative,intha vayasaana kaalathla intha kelattu payaluku idhellaam thevaiyaa kumaaru 
Negative,tamil natula evalo prechena poitu irruku ithu roomba mokiya ma porali daa
Positive,best makeup getup for rajini after shivaji film
Positive,trailer bangam youv shankar yepaya ni ippadi oru padam rajini vechi yeduka pora yepapar robo gobo ni poya
Negative,neerkondaparvai bgm mathiri irukku gv why
Positive,thalayuvan  vera level    ipdi neraya neraya neraya nerayaaaaaaaaa
Positive,thala acting vera level neraya neraya neraya neraya neraya dialogue awesome mass class
Negative,thalaivar ku k dislikes ah epdida manasu varuthu ungaluku  sleeper cells ugala
Positive,ennada bomma padam mathire irukku enna kandravi anim ithu
Positive,appa enna stylish thalaiva marana mass
Positive, vivek siva mervin solomon magical voice
Negative,sarkar teaser gave much better results in h
Positive,k likes in  million views
Positive,semma mass rajini sir love you
Positive,rajini daaaaa rajini  chumma athiruthu
Positive,e ka bawasir bana diye ho
Positive,are you virgin scene iruka
Positive,marana waiting for nkp fdfs ku
Positive,king maker thala  wonderful herolove you thala love you love you love you
Negative,mega sod power renger vfx looks like cartoons
Positive,k views one hour mela change aagamale iruku something happened
Positive,epo da kondi varuvinga  million like
Positive,to those who disliked   oruthar meala vishwasam katurathukaga inoruthar ah yen asinga paduthuringa  
Negative,dislike options thooki podungaaaaa daw rendu like option venum rajinified
Positive,marana maaaaaaas thalaiva  soooper star 
Positive,idhu yenna da batman ku vandha sodhanai
Positive,thalaiva marana waiting super star mass nu katringa
Positive,kola gaandu la irukkan  sweet sapadu porom style ah naturally
Positive,ajith  hvinod siva  h raja
Positive,sema sema sema sema sema sema sema sema sema sema sema
Positive,wowww thala ajith kumar is awesome paaaaaaaaa
Positive,moodevi nga content paakama dislike podudhunga thevangu trailer end la correct ah iruku
Positive,thalaivar sonna maari sweet sapida poren
Positive, million views kooda varala nu vijay fans kalaaikraanga plz thala fans  m views vara vaingainaiku kulla
Positive,naaangalaum pakkaathan poorommmm engee thalaivar odee aattaatheee
Positive,apdiea innum knjm dhn shankar sir avengers ah beat panniralam move on fire
Positive,mass mass maas mass chiyaan vikram
Negative,inniki  million views reach panlama pangalingala adichi thookalamaa
Positive,wow is movie million   view k like best luck bikram sir fan likr here
Positive,you  thala massbgm     
Positive,cannot wait thalaivare  thookkudurai alappareyum pakkanum
Positive,thalaiver  thalaiver thaaa vera pechaaa  kedaiyathu  pettai daaaa
Positive,super padam rajini sir trailare ippadi athirutunna parameter eppadi irukkum
Positive,kovilpatti pasanga lam like podunga la
Positive,waiting thalaa katta fan from kerala yuvan bgm no rekshaa
Positive,trailer oda last dance than evanoda nejamana character aara mental da evan
Positive,thara rathara rathara ra raa vera level
Positive,all tamilans fans from keralakerala loves you all tamilan da
